Age,CIBIL,CheckingStatus,City,CreditHistory,CurrentResidenceDuration,Dependents,EmploymentDuration,ExistingCreditsCount,ExistingSavings,ForeignWorker,Housing,InstallmentPercent,InstallmentPlans,Job,LoanAmount,LoanDuration,LoanPurpose,OthersOnLoan,OwnsProperty,Risk,Salary,Sex,Telephone
20,729,0_to_200,Metro,all_credits_paid_back,2,1,less_1,1,500_to_1000,yes,rent,2,none,skilled,250,7,car_used,none,real_estate,No Risk,7717,male,none
23,817,0_to_200,Metro,all_credits_paid_back,1,1,unemployed,1,less_100,yes,own,1,none,skilled,250,7,car_used,none,savings_insurance,No Risk,6051,female,none
19,833,0_to_200,Metro,all_credits_paid_back,1,1,unemployed,1,less_100,yes,own,2,none,skilled,250,7,vacation,none,savings_insurance,No Risk,7937,male,none
24,878,0_to_200,Metro,all_credits_paid_back,1,1,less_1,2,less_100,yes,free,2,none,management_self-employed,7164,7,vacation,none,car_other,No Risk,6664,female,yes
31,886,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,1,none,skilled,250,7,car_new,none,real_estate,No Risk,5760,female,none
30,836,0_to_200,Metro,credits_paid_to_date,2,1,unemployed,2,less_100,yes,rent,2,none,skilled,250,7,car_new,none,real_estate,No Risk,6899,female,none
19,848,0_to_200,Metro,prior_payments_delayed,3,1,less_1,1,less_100,yes,rent,3,bank,unskilled,931,7,repairs,none,savings_insurance,No Risk,6846,male,none
28,801,0_to_200,Metro,prior_payments_delayed,4,1,4_to_7,2,500_to_1000,yes,own,3,none,skilled,3801,7,repairs,none,unknown,No Risk,6869,male,none
21,828,0_to_200,Metro,prior_payments_delayed,1,1,1_to_4,1,500_to_1000,yes,own,1,none,skilled,1534,7,vacation,none,real_estate,No Risk,6806,male,yes
19,712,0_to_200,Metro,all_credits_paid_back,3,1,1_to_4,1,less_100,yes,rent,2,none,skilled,250,8,car_new,none,real_estate,No Risk,6709,female,none
28,878,0_to_200,Metro,all_credits_paid_back,2,1,1_to_4,1,less_100,yes,own,2,none,skilled,250,8,car_used,none,real_estate,No Risk,5447,female,none
19,827,0_to_200,Metro,all_credits_paid_back,1,1,less_1,1,less_100,yes,own,1,none,skilled,3046,8,car_used,none,savings_insurance,No Risk,5278,female,none
24,865,0_to_200,Metro,all_credits_paid_back,3,1,4_to_7,1,less_100,yes,own,3,none,management_self-employed,3905,8,furniture,none,real_estate,No Risk,5053,male,yes
24,823,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,250,8,car_new,none,real_estate,No Risk,5323,male,none
45,826,0_to_200,Metro,prior_payments_delayed,3,1,less_1,1,greater_1000,yes,rent,1,stores,skilled,250,8,appliances,co-applicant,savings_insurance,No Risk,6937,male,none
38,829,0_to_200,Metro,prior_payments_delayed,3,2,4_to_7,2,less_100,yes,own,3,stores,skilled,2390,8,appliances,none,car_other,No Risk,7164,male,yes
35,839,0_to_200,Metro,prior_payments_delayed,2,1,less_1,2,500_to_1000,yes,own,3,none,skilled,3473,8,car_used,none,car_other,No Risk,7419,male,yes
28,729,0_to_200,Metro,all_credits_paid_back,1,1,unemployed,1,less_100,yes,own,2,none,skilled,250,9,appliances,none,real_estate,No Risk,7068,male,none
19,836,0_to_200,Non-Metro,all_credits_paid_back,3,1,less_1,1,less_100,yes,own,2,bank,unskilled,1455,9,car_new,none,car_other,No Risk,7175,female,yes
19,863,0_to_200,Non-Metro,all_credits_paid_back,3,1,unemployed,1,less_100,yes,rent,1,none,skilled,1925,9,car_used,none,car_other,No Risk,6619,female,none
24,725,0_to_200,Metro,all_credits_paid_back,3,1,less_1,1,500_to_1000,yes,own,2,none,skilled,2002,9,car_used,none,savings_insurance,No Risk,6571,female,none
30,816,0_to_200,Metro,all_credits_paid_back,2,1,1_to_4,1,500_to_1000,yes,rent,2,none,skilled,250,9,furniture,none,real_estate,No Risk,6672,male,none
24,823,0_to_200,Metro,all_credits_paid_back,3,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,250,9,furniture,none,savings_insurance,No Risk,5353,female,none
37,871,0_to_200,Non-Metro,all_credits_paid_back,2,1,1_to_4,1,less_100,yes,own,2,none,skilled,250,9,furniture,none,real_estate,No Risk,6982,female,none
19,710,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,500_to_1000,yes,rent,2,stores,skilled,250,9,car_new,none,savings_insurance,No Risk,5506,female,none
30,889,0_to_200,Non-Metro,credits_paid_to_date,1,1,4_to_7,1,500_to_1000,yes,own,2,stores,skilled,250,9,furniture,none,real_estate,No Risk,3873,male,none
31,889,0_to_200,Metro,no_credits,2,1,1_to_4,1,less_100,yes,own,2,none,skilled,250,9,car_new,none,real_estate,No Risk,5520,male,none
19,813,0_to_200,Metro,no_credits,3,1,unemployed,1,less_100,yes,own,2,none,skilled,250,9,car_new,none,real_estate,No Risk,7579,female,none
19,868,0_to_200,Metro,no_credits,1,1,unemployed,1,less_100,yes,rent,1,none,skilled,250,9,furniture,none,real_estate,No Risk,6869,male,none
23,831,0_to_200,Non-Metro,prior_payments_delayed,3,2,1_to_4,1,less_100,yes,own,2,stores,skilled,329,9,car_new,none,real_estate,Risk,3445,male,yes
23,808,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,less_100,yes,own,3,none,management_self-employed,3244,9,car_new,none,savings_insurance,No Risk,5030,male,none
27,888,0_to_200,Metro,prior_payments_delayed,2,1,less_1,1,100_to_500,yes,own,3,none,management_self-employed,960,9,furniture,none,real_estate,No Risk,4704,male,none
30,884,0_to_200,Metro,prior_payments_delayed,4,1,4_to_7,2,less_100,yes,own,3,none,skilled,2712,9,furniture,none,car_other,No Risk,7162,male,none
31,717,0_to_200,Metro,all_credits_paid_back,1,1,unemployed,1,less_100,yes,own,2,none,management_self-employed,4395,10,vacation,none,real_estate,No Risk,7209,female,none
25,743,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,rent,3,none,skilled,250,10,appliances,none,real_estate,No Risk,5791,female,none
27,873,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,2,none,skilled,1770,10,appliances,none,car_other,No Risk,5177,female,none
31,860,0_to_200,Metro,credits_paid_to_date,1,1,1_to_4,1,less_100,yes,own,2,none,skilled,250,10,car_new,none,real_estate,No Risk,5525,female,none
19,846,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,rent,1,none,skilled,250,10,car_new,none,real_estate,No Risk,6970,female,none
30,818,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,own,3,none,skilled,2154,10,car_new,none,real_estate,No Risk,6308,female,none
30,874,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,1,stores,skilled,250,10,car_used,none,real_estate,No Risk,6663,female,none
31,837,0_to_200,Metro,credits_paid_to_date,3,1,unemployed,1,less_100,yes,own,2,none,skilled,2430,10,car_used,none,real_estate,No Risk,6723,male,none
23,742,0_to_200,Non-Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,rent,2,none,management_self-employed,250,10,furniture,none,real_estate,No Risk,6918,female,none
19,892,0_to_200,Metro,credits_paid_to_date,1,1,1_to_4,1,less_100,yes,rent,1,stores,skilled,1981,10,furniture,none,real_estate,No Risk,6673,female,none
44,855,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,free,3,none,skilled,2190,10,furniture,co-applicant,car_other,No Risk,7243,male,yes
22,892,0_to_200,Metro,credits_paid_to_date,3,1,unemployed,1,less_100,yes,rent,3,bank,unskilled,2325,10,vacation,none,savings_insurance,No Risk,7560,female,none
32,849,0_to_200,Non-Metro,no_credits,3,1,unemployed,1,less_100,yes,own,1,none,skilled,250,10,car_new,none,real_estate,No Risk,7259,female,none
27,729,0_to_200,Metro,prior_payments_delayed,3,1,4_to_7,1,less_100,yes,own,3,stores,skilled,250,10,appliances,none,car_other,Risk,5842,male,none
28,831,0_to_200,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,greater_1000,yes,own,3,none,skilled,1797,10,car_new,none,savings_insurance,No Risk,3762,male,none
34,802,0_to_200,Metro,prior_payments_delayed,1,1,4_to_7,1,less_100,yes,own,2,none,skilled,2165,10,car_new,none,car_other,No Risk,6530,male,yes
32,853,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,greater_1000,yes,rent,2,bank,unemployed,3752,10,car_new,none,savings_insurance,No Risk,5204,female,none
41,719,0_to_200,Non-Metro,prior_payments_delayed,2,1,4_to_7,1,less_100,yes,own,1,stores,unskilled,250,10,furniture,co-applicant,car_other,Risk,3494,male,yes
29,840,0_to_200,Metro,prior_payments_delayed,1,1,1_to_4,1,greater_1000,yes,rent,2,bank,unemployed,1961,10,furniture,none,real_estate,No Risk,3737,female,none
35,825,0_to_200,Non-Metro,prior_payments_delayed,1,1,4_to_7,1,100_to_500,yes,own,3,stores,skilled,1249,10,repairs,co-applicant,savings_insurance,No Risk,4651,female,yes
26,835,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,less_100,yes,own,4,none,skilled,3959,10,repairs,none,car_other,No Risk,5476,female,yes
19,704,0_to_200,Metro,all_credits_paid_back,3,1,1_to_4,2,less_100,yes,own,3,none,skilled,6020,11,car_used,none,car_other,Risk,3943,female,none
19,855,0_to_200,Non-Metro,credits_paid_to_date,2,1,unemployed,1,less_100,yes,rent,2,stores,unskilled,786,11,car_new,none,real_estate,No Risk,7431,female,none
49,896,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,2,500_to_1000,yes,own,3,none,skilled,2166,11,car_new,none,real_estate,No Risk,6192,female,none
22,731,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,none,management_self-employed,4553,11,car_new,none,savings_insurance,No Risk,6829,female,none
24,719,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,2,100_to_500,yes,own,2,none,skilled,5628,11,car_new,none,car_other,No Risk,3199,male,none
25,717,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,rent,3,none,skilled,3402,11,car_used,none,car_other,Risk,4267,female,none
28,896,0_to_200,Metro,credits_paid_to_date,3,2,4_to_7,2,less_100,yes,own,3,stores,unskilled,3029,11,furniture,none,real_estate,No Risk,7698,male,yes
25,820,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,2,none,skilled,1464,11,vacation,none,car_other,No Risk,5516,female,none
19,854,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,rent,3,none,skilled,3605,11,vacation,none,savings_insurance,No Risk,7479,female,none
35,741,0_to_200,Non-Metro,prior_payments_delayed,3,1,4_to_7,2,less_100,yes,own,3,none,skilled,5784,11,car_new,none,unknown,Risk,3483,male,yes
53,713,0_to_200,Non-Metro,prior_payments_delayed,2,2,greater_7,2,greater_1000,yes,own,3,none,skilled,1965,11,car_used,none,savings_insurance,Risk,3127,male,yes
34,744,0_to_200,Non-Metro,prior_payments_delayed,2,1,4_to_7,1,less_100,yes,rent,3,bank,unskilled,1198,11,furniture,none,savings_insurance,No Risk,5752,male,yes
21,821,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,less_100,yes,own,3,none,skilled,2077,11,furniture,none,real_estate,No Risk,7063,female,none
45,895,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,2,less_100,yes,own,3,none,skilled,4246,11,retraining,none,car_other,Risk,3029,male,none
20,845,0_to_200,Non-Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,own,2,none,skilled,250,12,car_new,none,savings_insurance,No Risk,7597,female,none
36,717,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,500_to_1000,yes,own,2,stores,unskilled,250,12,car_new,none,savings_insurance,No Risk,7187,female,yes
22,874,0_to_200,Non-Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,no,own,1,none,skilled,250,12,car_new,none,real_estate,No Risk,3329,female,none
32,814,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,rent,2,stores,skilled,250,12,car_new,none,real_estate,No Risk,7459,female,none
21,876,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,3,500_to_1000,yes,own,2,none,skilled,296,12,car_new,none,savings_insurance,No Risk,6838,male,none
44,716,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,own,3,none,skilled,1827,12,car_used,co-applicant,savings_insurance,No Risk,7695,male,none
19,899,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,1,500_to_1000,yes,rent,3,none,skilled,3355,12,car_used,none,real_estate,No Risk,3685,male,none
26,872,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,rent,2,none,skilled,2851,12,education,none,savings_insurance,No Risk,5701,male,none
33,886,0_to_200,Metro,credits_paid_to_date,1,1,4_to_7,1,less_100,yes,own,3,none,skilled,250,12,vacation,none,savings_insurance,No Risk,7448,female,none
22,895,0_to_200,Metro,credits_paid_to_date,1,1,less_1,1,less_100,yes,own,3,none,skilled,1376,12,vacation,none,real_estate,No Risk,7970,female,none
34,813,0_to_200,Non-Metro,credits_paid_to_date,1,1,4_to_7,2,500_to_1000,yes,own,3,bank,unemployed,3189,12,vacation,co-applicant,savings_insurance,Risk,3387,female,none
20,892,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,500_to_1000,yes,rent,1,none,skilled,3349,12,vacation,none,real_estate,No Risk,5919,male,none
19,809,0_to_200,Metro,no_credits,1,1,unemployed,1,less_100,yes,rent,1,stores,skilled,250,12,car_new,none,real_estate,No Risk,6642,male,none
40,858,0_to_200,Metro,prior_payments_delayed,2,1,greater_7,1,greater_1000,yes,own,4,none,skilled,1498,12,retraining,none,savings_insurance,No Risk,5807,female,none
31,805,0_to_200,Metro,prior_payments_delayed,3,1,less_1,1,less_100,yes,own,3,none,skilled,5715,12,retraining,co-applicant,savings_insurance,No Risk,3565,male,yes
30,807,0_to_200,Metro,all_credits_paid_back,2,1,unemployed,1,less_100,yes,own,1,none,skilled,763,13,car_new,none,real_estate,No Risk,7676,male,none
29,846,0_to_200,Metro,all_credits_paid_back,3,1,less_1,2,100_to_500,yes,own,3,none,skilled,3459,13,furniture,none,savings_insurance,No Risk,7142,male,none
26,800,0_to_200,Non-Metro,all_credits_paid_back,3,1,1_to_4,1,less_100,yes,own,2,none,skilled,3638,13,furniture,none,savings_insurance,No Risk,6520,female,none
34,825,0_to_200,Metro,all_credits_paid_back,1,1,unemployed,1,less_100,yes,own,3,none,skilled,5354,13,furniture,none,car_other,No Risk,4649,female,none
19,882,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,2,none,skilled,250,13,car_new,none,real_estate,No Risk,6137,male,none
21,823,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,3,none,skilled,250,13,car_new,none,real_estate,No Risk,6158,female,none
22,899,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,rent,2,none,skilled,250,13,car_new,none,real_estate,No Risk,7707,female,none
20,854,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,3,none,skilled,294,13,car_new,none,real_estate,No Risk,7559,male,yes
39,705,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,2,500_to_1000,yes,rent,3,none,unskilled,1084,13,car_new,none,car_other,Risk,3523,female,none
19,834,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,none,skilled,1145,13,car_new,none,savings_insurance,No Risk,3150,female,none
51,833,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,2,500_to_1000,yes,own,3,none,skilled,1455,13,car_new,none,savings_insurance,Risk,7953,male,yes
20,719,0_to_200,Non-Metro,credits_paid_to_date,1,1,less_1,1,less_100,yes,own,2,none,skilled,1531,13,car_new,none,real_estate,No Risk,7971,female,none
40,863,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,2,100_to_500,yes,own,3,none,skilled,2344,13,car_new,none,savings_insurance,No Risk,5517,male,none
45,895,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,3,none,skilled,2441,13,car_new,co-applicant,savings_insurance,No Risk,6813,female,yes
29,700,0_to_200,Non-Metro,credits_paid_to_date,2,2,less_1,1,100_to_500,yes,rent,3,bank,unskilled,2574,13,car_new,none,real_estate,No Risk,7794,male,none
38,813,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,2,500_to_1000,yes,own,3,none,skilled,2719,13,car_new,none,savings_insurance,No Risk,6533,male,none
34,834,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,rent,2,none,skilled,3073,13,car_new,none,car_other,No Risk,3108,male,none
36,731,0_to_200,Metro,credits_paid_to_date,1,1,1_to_4,2,less_100,yes,own,3,none,skilled,3380,13,car_new,none,savings_insurance,Risk,3872,female,none
36,883,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,2,less_100,yes,own,2,none,skilled,4211,13,car_new,none,real_estate,No Risk,7799,female,none
35,830,0_to_200,Metro,credits_paid_to_date,3,2,less_1,1,less_100,yes,own,2,none,skilled,5740,13,car_new,none,unknown,No Risk,6685,male,none
37,744,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,2,100_to_500,yes,own,2,stores,skilled,818,13,car_used,none,savings_insurance,No Risk,6063,female,none
36,841,0_to_200,Non-Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,rent,2,bank,unskilled,2256,13,car_used,none,savings_insurance,No Risk,5555,male,none
41,712,0_to_200,Metro,credits_paid_to_date,4,1,4_to_7,2,500_to_1000,no,rent,3,bank,unemployed,2663,13,car_used,co-applicant,savings_insurance,No Risk,5592,female,yes
19,859,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,3,none,skilled,2923,13,car_used,none,savings_insurance,No Risk,5029,female,none
29,847,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,2,less_100,yes,own,3,none,skilled,3091,13,car_used,none,savings_insurance,No Risk,6350,male,yes
29,810,0_to_200,Metro,credits_paid_to_date,3,1,less_1,2,less_100,yes,own,3,none,skilled,3315,13,car_used,none,real_estate,No Risk,7010,female,yes
26,881,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,1,500_to_1000,yes,rent,3,none,skilled,250,13,furniture,none,real_estate,No Risk,3271,male,none
19,878,0_to_200,Non-Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,2,none,skilled,250,13,furniture,co-applicant,real_estate,No Risk,7624,female,none
37,864,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,2,less_100,yes,own,3,bank,unemployed,2551,13,furniture,none,savings_insurance,No Risk,6248,female,yes
49,855,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,3,none,skilled,2634,13,furniture,none,real_estate,No Risk,7262,male,none
19,800,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,none,management_self-employed,3728,13,furniture,none,savings_insurance,No Risk,6332,male,none
31,844,0_to_200,Metro,credits_paid_to_date,2,1,unemployed,2,100_to_500,yes,own,3,stores,skilled,4218,13,furniture,none,savings_insurance,No Risk,7595,female,none
40,880,0_to_200,Metro,credits_paid_to_date,2,1,unemployed,1,500_to_1000,yes,own,1,stores,skilled,4511,13,furniture,none,car_other,No Risk,6286,male,none
19,879,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,rent,2,bank,unskilled,250,13,vacation,none,real_estate,No Risk,5962,female,none
31,857,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,500_to_1000,yes,own,2,none,skilled,2673,13,vacation,none,real_estate,No Risk,7712,male,none
20,809,0_to_200,Non-Metro,no_credits,2,1,unemployed,1,less_100,yes,rent,2,bank,unskilled,3216,13,car_new,none,savings_insurance,No Risk,7683,male,none
28,709,0_to_200,Metro,prior_payments_delayed,3,1,less_1,2,less_100,yes,own,2,none,skilled,1782,13,car_new,none,real_estate,No Risk,6863,female,none
46,745,0_to_200,Non-Metro,prior_payments_delayed,2,1,4_to_7,2,less_100,yes,own,2,bank,unemployed,2279,13,car_used,none,savings_insurance,Risk,4042,female,yes
49,737,0_to_200,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,100_to_500,yes,own,2,stores,unskilled,250,13,furniture,co-applicant,savings_insurance,Risk,3313,male,yes
34,893,0_to_200,Metro,prior_payments_delayed,3,2,1_to_4,1,greater_1000,yes,own,4,none,skilled,4929,13,furniture,none,unknown,No Risk,6739,male,yes
36,810,0_to_200,Metro,prior_payments_delayed,3,1,less_1,2,less_100,yes,own,3,stores,unskilled,3910,13,radio_tv,none,car_other,No Risk,4800,male,none
27,885,0_to_200,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,less_100,yes,own,2,none,skilled,250,13,retraining,none,savings_insurance,Risk,4693,male,none
34,808,0_to_200,Metro,prior_payments_delayed,3,1,4_to_7,1,less_100,yes,own,2,none,skilled,2742,13,vacation,none,savings_insurance,No Risk,5808,male,yes
30,835,0_to_200,Metro,all_credits_paid_back,1,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,1755,14,car_new,none,real_estate,No Risk,7415,female,none
32,721,0_to_200,Metro,all_credits_paid_back,3,1,1_to_4,1,less_100,yes,own,2,stores,skilled,1134,14,car_used,none,car_other,No Risk,6577,female,none
27,888,0_to_200,Metro,all_credits_paid_back,1,1,less_1,1,less_100,yes,own,3,none,skilled,3056,14,car_used,none,savings_insurance,No Risk,6399,female,none
