CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,Salary,City,CIBIL
no_checking,18,credits_paid_to_date,car_new,3672,100_to_500,less_1,2,male,none,4,savings_insurance,25,none,own,1,management_self-employed,1,yes,yes,No Risk,5132,Non-Metro,863
no_checking,32,prior_payments_delayed,furniture,5138,500_to_1000,1_to_4,3,male,none,3,car_other,36,none,own,1,skilled,2,yes,yes,No Risk,7745,Non-Metro,713
0_to_200,30,credits_paid_to_date,radio_tv,2493,100_to_500,less_1,3,male,none,3,real_estate,39,none,own,2,skilled,1,none,yes,No Risk,7725,Metro,701
less_0,12,no_credits,car_used,2579,less_100,1_to_4,2,female,co-applicant,3,savings_insurance,30,stores,rent,1,unskilled,1,none,yes,No Risk,6891,Metro,857
no_checking,31,prior_payments_delayed,appliances,3119,500_to_1000,4_to_7,4,female,none,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,Risk,3959,Non-Metro,711
no_checking,36,prior_payments_delayed,furniture,8663,unknown,4_to_7,5,male,co-applicant,5,unknown,48,none,own,2,management_self-employed,2,yes,yes,Risk,4446,Non-Metro,898
no_checking,27,outstanding_credit,repairs,4634,unknown,greater_7,4,male,none,3,unknown,52,none,own,2,skilled,2,yes,yes,Risk,4790,Non-Metro,721
0_to_200,25,outstanding_credit,furniture,2496,100_to_500,1_to_4,3,female,none,4,savings_insurance,41,bank,own,2,unemployed,2,yes,yes,No Risk,5457,Metro,727
no_checking,37,credits_paid_to_date,radio_tv,1555,100_to_500,4_to_7,3,female,none,4,real_estate,43,none,own,2,skilled,1,none,yes,Risk,4231,Non-Metro,841
0_to_200,26,prior_payments_delayed,radio_tv,4284,100_to_500,1_to_4,2,male,none,3,savings_insurance,39,none,own,2,skilled,1,none,yes,No Risk,5619,Non-Metro,839
no_checking,15,credits_paid_to_date,car_new,4352,less_100,1_to_4,3,male,none,4,real_estate,37,none,own,2,management_self-employed,1,yes,yes,No Risk,6123,Non-Metro,889
no_checking,25,prior_payments_delayed,radio_tv,4576,unknown,4_to_7,3,male,none,3,savings_insurance,43,none,own,2,skilled,1,none,yes,No Risk,7083,Metro,704
no_checking,17,credits_paid_to_date,furniture,6192,500_to_1000,4_to_7,4,female,none,3,unknown,44,none,own,2,skilled,1,none,yes,Risk,5154,Non-Metro,731
0_to_200,17,credits_paid_to_date,furniture,2978,less_100,1_to_4,3,male,co-applicant,2,car_other,42,none,own,1,skilled,1,none,yes,No Risk,5742,Non-Metro,844
less_0,19,credits_paid_to_date,furniture,250,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,5711,Non-Metro,746
0_to_200,20,credits_paid_to_date,radio_tv,2528,less_100,1_to_4,3,female,co-applicant,2,real_estate,44,stores,own,1,skilled,1,none,yes,No Risk,3256,Metro,731
greater_200,21,credits_paid_to_date,car_new,2605,100_to_500,unemployed,3,male,none,3,car_other,33,none,rent,1,skilled,1,none,yes,No Risk,7846,Metro,734
no_checking,35,outstanding_credit,furniture,5407,greater_1000,4_to_7,4,male,co-applicant,4,unknown,53,none,free,2,skilled,2,yes,yes,Risk,3708,Non-Metro,845
no_checking,12,credits_paid_to_date,car_new,2923,less_100,4_to_7,4,female,none,3,savings_insurance,40,stores,own,1,unskilled,1,none,yes,No Risk,5144,Non-Metro,744
less_0,12,prior_payments_delayed,car_used,3672,500_to_1000,1_to_4,2,female,none,1,car_other,39,stores,own,1,unskilled,1,none,yes,No Risk,4447,Non-Metro,850
0_to_200,19,prior_payments_delayed,car_used,250,100_to_500,1_to_4,3,male,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk,5038,Metro,703
no_checking,27,prior_payments_delayed,appliances,6663,100_to_500,4_to_7,3,female,none,2,unknown,46,none,own,1,skilled,2,yes,yes,Risk,4403,Non-Metro,725
0_to_200,25,credits_paid_to_date,retraining,4548,500_to_1000,4_to_7,4,female,none,3,savings_insurance,21,none,own,2,skilled,1,none,yes,No Risk,5247,Non-Metro,724
no_checking,27,prior_payments_delayed,furniture,6705,100_to_500,1_to_4,3,male,none,3,car_other,50,none,own,2,skilled,2,yes,yes,Risk,6902,Non-Metro,860
0_to_200,6,all_credits_paid_back,radio_tv,2593,less_100,4_to_7,3,female,none,2,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,6056,Non-Metro,724
0_to_200,29,credits_paid_to_date,radio_tv,4183,greater_1000,4_to_7,4,male,none,4,car_other,38,none,own,2,skilled,1,none,yes,No Risk,7453,Non-Metro,740
0_to_200,10,prior_payments_delayed,car_used,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,21,stores,own,1,skilled,1,none,yes,No Risk,6172,Non-Metro,808
0_to_200,22,outstanding_credit,business,6743,less_100,1_to_4,3,female,none,3,unknown,41,none,own,2,skilled,1,yes,yes,No Risk,6580,Non-Metro,894
no_checking,30,outstanding_credit,repairs,5204,500_to_1000,1_to_4,3,male,none,4,car_other,33,none,free,1,skilled,1,yes,yes,No Risk,6317,Non-Metro,878
0_to_200,33,prior_payments_delayed,radio_tv,5252,100_to_500,1_to_4,4,female,none,2,savings_insurance,34,none,free,2,skilled,1,none,yes,No Risk,3076,Metro,873
0_to_200,5,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,female,none,3,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk,5533,Non-Metro,891
no_checking,43,outstanding_credit,education,6888,unknown,greater_7,5,male,co-applicant,5,unknown,51,none,free,2,skilled,2,yes,no,Risk,3594,Metro,721
no_checking,14,outstanding_credit,car_new,1679,500_to_1000,1_to_4,3,female,none,3,savings_insurance,48,stores,own,2,skilled,1,yes,yes,No Risk,7009,Metro,881
no_checking,29,prior_payments_delayed,appliances,5605,unknown,greater_7,4,male,none,5,car_other,42,none,own,3,management_self-employed,2,none,yes,Risk,4470,Non-Metro,860
0_to_200,6,all_credits_paid_back,car_new,734,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,5751,Metro,833
less_0,9,all_credits_paid_back,car_new,1709,less_100,less_1,1,male,none,1,car_other,37,stores,rent,1,skilled,1,none,yes,No Risk,4438,Metro,820
less_0,8,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,savings_insurance,29,stores,rent,1,skilled,1,none,yes,No Risk,5351,Non-Metro,859
no_checking,30,prior_payments_delayed,appliances,4562,unknown,4_to_7,3,male,none,4,unknown,46,bank,rent,2,unskilled,2,yes,yes,Risk,3492,Metro,706
0_to_200,22,all_credits_paid_back,car_used,2822,less_100,1_to_4,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,6394,Metro,718
greater_200,28,outstanding_credit,appliances,5564,unknown,4_to_7,3,male,none,3,unknown,57,none,own,2,skilled,1,none,no,Risk,7743,Metro,827
no_checking,27,prior_payments_delayed,car_used,5364,100_to_500,1_to_4,4,male,none,4,car_other,30,none,own,1,management_self-employed,1,none,yes,No Risk,5124,Metro,863
0_to_200,15,credits_paid_to_date,car_new,2318,less_100,less_1,3,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk,4870,Non-Metro,806
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,3318,Non-Metro,731
less_0,13,all_credits_paid_back,furniture,4513,less_100,less_1,3,female,none,2,savings_insurance,22,bank,rent,1,unskilled,1,none,yes,No Risk,5142,Non-Metro,741
no_checking,21,outstanding_credit,car_used,2014,unknown,greater_7,4,male,none,4,car_other,55,none,own,2,skilled,2,yes,yes,Risk,3542,Metro,852
less_0,8,prior_payments_delayed,furniture,1822,less_100,1_to_4,3,female,none,3,car_other,35,stores,own,1,unskilled,1,none,yes,No Risk,6304,Metro,725
no_checking,24,prior_payments_delayed,furniture,5754,greater_1000,4_to_7,3,male,none,4,savings_insurance,35,none,own,1,skilled,2,none,yes,No Risk,6474,Metro,839
less_0,9,all_credits_paid_back,vacation,257,less_100,1_to_4,2,male,none,1,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk,5884,Metro,877
less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,female,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,No Risk,7935,Metro,846
no_checking,32,prior_payments_delayed,repairs,7253,100_to_500,4_to_7,3,male,none,2,car_other,48,none,free,2,skilled,1,yes,yes,Risk,3714,Non-Metro,741
less_0,16,credits_paid_to_date,furniture,910,less_100,4_to_7,2,female,none,2,car_other,34,stores,rent,1,skilled,1,none,yes,No Risk,5899,Metro,708
no_checking,28,prior_payments_delayed,repairs,6998,100_to_500,1_to_4,4,male,none,3,car_other,37,stores,own,2,unskilled,1,yes,yes,No Risk,6046,Non-Metro,865
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,7732,Metro,875
0_to_200,15,prior_payments_delayed,retraining,4069,less_100,1_to_4,3,male,none,2,real_estate,27,none,own,2,skilled,1,none,yes,No Risk,3547,Non-Metro,731
less_0,12,all_credits_paid_back,car_new,426,less_100,less_1,1,female,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk,6715,Metro,720
no_checking,27,prior_payments_delayed,radio_tv,4612,greater_1000,greater_7,4,male,none,3,savings_insurance,43,none,own,2,skilled,2,yes,yes,Risk,3543,Non-Metro,828
no_checking,8,credits_paid_to_date,furniture,5625,500_to_1000,4_to_7,3,male,none,3,savings_insurance,29,none,free,2,skilled,1,yes,yes,No Risk,6726,Metro,703
0_to_200,17,credits_paid_to_date,retraining,3002,less_100,1_to_4,2,female,co-applicant,3,savings_insurance,45,stores,own,1,skilled,1,none,yes,No Risk,4294,Metro,706
0_to_200,26,credits_paid_to_date,radio_tv,1313,less_100,1_to_4,3,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,6414,Metro,743
less_0,31,credits_paid_to_date,car_used,3437,less_100,4_to_7,3,male,none,2,savings_insurance,28,none,free,2,skilled,1,yes,yes,No Risk,4193,Non-Metro,898
0_to_200,26,outstanding_credit,appliances,372,unknown,1_to_4,3,male,none,3,savings_insurance,29,stores,rent,2,unskilled,2,yes,yes,No Risk,7641,Metro,707
less_0,12,all_credits_paid_back,car_used,2421,less_100,unemployed,1,female,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,No Risk,5441,Metro,808
0_to_200,15,credits_paid_to_date,repairs,250,500_to_1000,1_to_4,3,male,none,2,savings_insurance,38,none,rent,1,skilled,1,none,yes,No Risk,6675,Metro,749
0_to_200,19,credits_paid_to_date,car_new,1612,less_100,1_to_4,3,male,none,3,car_other,43,none,own,1,skilled,1,yes,yes,No Risk,6958,Non-Metro,823
less_0,13,all_credits_paid_back,car_used,250,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,7127,Metro,716
less_0,24,prior_payments_delayed,car_used,2666,100_to_500,1_to_4,2,male,none,3,savings_insurance,37,none,own,1,skilled,2,none,yes,No Risk,6551,Metro,812
0_to_200,7,all_credits_paid_back,car_new,1405,less_100,1_to_4,3,female,none,2,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,5607,Non-Metro,740
no_checking,27,prior_payments_delayed,furniture,6341,500_to_1000,4_to_7,4,male,none,5,car_other,60,none,free,3,management_self-employed,2,yes,yes,Risk,3457,Metro,711
0_to_200,16,credits_paid_to_date,radio_tv,2909,less_100,1_to_4,3,female,co-applicant,3,real_estate,41,stores,own,2,unskilled,1,none,yes,No Risk,5619,Metro,880
less_0,29,prior_payments_delayed,appliances,5786,100_to_500,less_1,3,male,none,4,car_other,23,stores,rent,1,unskilled,2,yes,yes,No Risk,6494,Metro,887
less_0,4,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,3302,Non-Metro,888
0_to_200,17,credits_paid_to_date,car_new,3685,less_100,less_1,2,female,none,3,car_other,30,none,rent,1,skilled,1,none,yes,No Risk,4565,Metro,749
less_0,6,all_credits_paid_back,vacation,250,less_100,1_to_4,2,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,3786,Metro,813
less_0,9,all_credits_paid_back,car_new,4054,less_100,1_to_4,2,male,co-applicant,3,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk,5631,Metro,818
0_to_200,11,prior_payments_delayed,furniture,1163,100_to_500,4_to_7,3,male,none,2,car_other,34,bank,own,2,unskilled,1,none,yes,No Risk,6443,Non-Metro,864
no_checking,28,prior_payments_delayed,repairs,5622,greater_1000,greater_7,3,male,none,4,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,Risk,5483,Metro,827
less_0,4,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,4646,Non-Metro,857
no_checking,33,outstanding_credit,furniture,8684,500_to_1000,4_to_7,5,male,co-applicant,5,car_other,45,none,own,2,management_self-employed,1,none,yes,Risk,7639,Non-Metro,707
0_to_200,22,credits_paid_to_date,retraining,1431,less_100,1_to_4,2,female,none,1,savings_insurance,31,none,own,2,skilled,1,none,yes,No Risk,5949,Non-Metro,892
less_0,7,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,26,stores,own,2,skilled,1,none,yes,No Risk,4780,Non-Metro,845
no_checking,15,prior_payments_delayed,radio_tv,1826,greater_1000,greater_7,4,male,none,3,savings_insurance,40,none,free,2,management_self-employed,1,yes,yes,No Risk,4938,Metro,744
less_0,30,credits_paid_to_date,furniture,4022,less_100,1_to_4,3,male,none,3,savings_insurance,30,none,own,1,skilled,2,none,yes,No Risk,6659,Metro,728
no_checking,35,outstanding_credit,furniture,2962,greater_1000,greater_7,4,male,none,4,car_other,53,none,own,1,skilled,1,none,yes,Risk,4637,Non-Metro,713
no_checking,25,prior_payments_delayed,radio_tv,4579,100_to_500,1_to_4,4,male,co-applicant,3,car_other,45,none,own,2,skilled,1,yes,yes,Risk,3201,Non-Metro,722
less_0,7,prior_payments_delayed,car_used,250,500_to_1000,4_to_7,2,male,none,2,car_other,29,stores,own,1,skilled,1,yes,yes,No Risk,6412,Metro,806
less_0,15,prior_payments_delayed,car_new,2465,less_100,unemployed,1,male,none,2,car_other,27,none,own,1,skilled,1,none,yes,No Risk,6265,Metro,898
less_0,17,credits_paid_to_date,car_used,250,100_to_500,1_to_4,2,male,none,1,car_other,19,stores,rent,1,skilled,1,none,yes,No Risk,7943,Non-Metro,735
no_checking,27,prior_payments_delayed,radio_tv,5711,unknown,4_to_7,3,male,none,4,car_other,46,none,own,2,skilled,2,yes,yes,Risk,7427,Metro,707
greater_200,10,prior_payments_delayed,furniture,4441,less_100,greater_7,2,female,none,2,car_other,37,none,free,1,skilled,1,yes,yes,No Risk,3965,Metro,890
greater_200,23,outstanding_credit,appliances,3778,unknown,4_to_7,4,male,none,3,car_other,45,none,own,1,skilled,1,yes,yes,No Risk,6118,Metro,858
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,5438,Metro,814
no_checking,40,prior_payments_delayed,other,6644,500_to_1000,4_to_7,4,male,none,2,car_other,44,none,own,2,skilled,1,yes,yes,Risk,4979,Non-Metro,734
no_checking,26,outstanding_credit,furniture,2785,greater_1000,greater_7,4,male,co-applicant,4,car_other,61,none,free,2,skilled,2,yes,yes,Risk,5085,Metro,700
0_to_200,19,prior_payments_delayed,retraining,3314,less_100,4_to_7,2,male,co-applicant,1,savings_insurance,47,stores,own,1,skilled,1,none,yes,No Risk,6658,Metro,743
0_to_200,12,credits_paid_to_date,furniture,250,less_100,1_to_4,2,female,none,3,real_estate,24,none,rent,1,skilled,1,none,yes,No Risk,4521,Metro,862
0_to_200,14,prior_payments_delayed,car_new,2674,less_100,1_to_4,3,male,none,3,savings_insurance,40,none,free,1,management_self-employed,1,yes,yes,No Risk,5922,Metro,846
no_checking,36,prior_payments_delayed,education,3887,500_to_1000,1_to_4,4,female,none,4,unknown,39,none,own,1,skilled,1,yes,yes,No Risk,3104,Metro,709
no_checking,33,prior_payments_delayed,furniture,8122,100_to_500,4_to_7,5,male,co-applicant,3,unknown,49,none,free,2,skilled,2,yes,yes,Risk,5737,Non-Metro,705
0_to_200,40,prior_payments_delayed,repairs,2508,100_to_500,greater_7,4,male,none,4,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk,7086,Metro,703
0_to_200,19,credits_paid_to_date,car_new,1965,500_to_1000,less_1,1,female,none,3,real_estate,29,stores,rent,1,skilled,1,none,yes,No Risk,4702,Non-Metro,871
no_checking,32,outstanding_credit,education,3265,greater_1000,greater_7,3,male,none,3,car_other,45,bank,own,2,unskilled,1,yes,yes,Risk,4954,Non-Metro,849
less_0,31,credits_paid_to_date,radio_tv,5734,less_100,1_to_4,3,female,none,3,unknown,36,stores,own,1,skilled,1,none,yes,No Risk,7581,Metro,872
no_checking,35,outstanding_credit,appliances,5092,greater_1000,greater_7,4,male,co-applicant,5,car_other,49,bank,free,2,unskilled,1,yes,yes,Risk,3485,Non-Metro,812
less_0,9,all_credits_paid_back,vacation,1875,less_100,1_to_4,3,female,none,3,real_estate,26,none,rent,1,management_self-employed,1,none,yes,No Risk,5044,Metro,728
0_to_200,15,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,27,bank,rent,1,unemployed,1,none,yes,No Risk,7074,Metro,828
0_to_200,17,prior_payments_delayed,radio_tv,2321,100_to_500,1_to_4,3,male,none,3,car_other,30,none,own,2,skilled,1,yes,yes,No Risk,5762,Non-Metro,890
no_checking,18,credits_paid_to_date,radio_tv,3477,100_to_500,1_to_4,3,female,none,3,car_other,26,none,own,1,skilled,1,none,yes,No Risk,4329,Non-Metro,710
no_checking,25,outstanding_credit,repairs,6008,unknown,greater_7,5,male,none,4,unknown,54,none,own,2,skilled,2,yes,yes,Risk,3162,Non-Metro,748
no_checking,26,prior_payments_delayed,car_used,3391,100_to_500,1_to_4,4,male,none,3,car_other,43,none,own,1,skilled,2,yes,yes,No Risk,6707,Non-Metro,815
0_to_200,34,outstanding_credit,furniture,4824,500_to_1000,4_to_7,4,male,none,3,unknown,36,none,own,2,skilled,1,yes,yes,No Risk,3399,Metro,724
less_0,14,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,2,male,none,1,real_estate,19,bank,own,2,unemployed,2,none,yes,No Risk,4172,Non-Metro,898
no_checking,39,prior_payments_delayed,other,7365,500_to_1000,greater_7,5,male,none,3,unknown,66,none,free,2,skilled,1,yes,yes,Risk,4225,Metro,712
less_0,19,credits_paid_to_date,car_used,1422,less_100,4_to_7,2,female,none,3,savings_insurance,33,stores,own,2,skilled,1,none,no,No Risk,7726,Non-Metro,707
less_0,14,prior_payments_delayed,furniture,1364,less_100,1_to_4,3,male,none,3,savings_insurance,30,none,own,1,skilled,1,none,no,No Risk,5069,Metro,735
no_checking,29,prior_payments_delayed,furniture,3159,500_to_1000,1_to_4,4,male,none,3,car_other,47,none,own,2,skilled,1,yes,yes,Risk,3596,Non-Metro,895
less_0,29,credits_paid_to_date,furniture,1590,less_100,1_to_4,3,female,none,2,savings_insurance,43,none,own,1,skilled,1,none,yes,No Risk,5189,Metro,821
no_checking,16,credits_paid_to_date,furniture,5816,500_to_1000,1_to_4,4,male,none,3,car_other,34,none,free,2,management_self-employed,1,none,yes,No Risk,6467,Non-Metro,725
less_0,8,no_credits,car_new,737,less_100,unemployed,2,male,none,2,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk,7963,Metro,890
no_checking,20,credits_paid_to_date,car_new,2360,100_to_500,less_1,3,male,none,4,real_estate,28,none,rent,1,management_self-employed,1,none,yes,No Risk,3369,Non-Metro,844
0_to_200,28,credits_paid_to_date,radio_tv,2347,100_to_500,less_1,3,male,none,2,real_estate,28,none,own,1,management_self-employed,1,none,yes,No Risk,3053,Metro,858
no_checking,16,credits_paid_to_date,car_used,4611,100_to_500,1_to_4,2,female,none,3,car_other,38,none,own,1,skilled,1,none,yes,No Risk,6392,Metro,886
0_to_200,22,outstanding_credit,business,3703,500_to_1000,greater_7,4,male,none,3,savings_insurance,39,none,own,2,skilled,1,none,yes,No Risk,6521,Metro,724
0_to_200,35,prior_payments_delayed,radio_tv,250,100_to_500,greater_7,3,male,none,2,car_other,44,stores,own,1,skilled,1,none,no,No Risk,5297,Metro,718
0_to_200,24,outstanding_credit,furniture,4446,500_to_1000,1_to_4,4,male,none,4,car_other,37,none,own,1,skilled,1,yes,yes,No Risk,4509,Metro,893
no_checking,37,prior_payments_delayed,repairs,4272,unknown,greater_7,4,male,none,4,savings_insurance,51,none,own,2,skilled,2,yes,yes,Risk,3998,Metro,881
0_to_200,24,prior_payments_delayed,furniture,4313,less_100,1_to_4,3,male,none,2,savings_insurance,44,bank,rent,1,unskilled,1,none,yes,No Risk,7387,Metro,733
no_checking,30,prior_payments_delayed,appliances,2024,500_to_1000,4_to_7,4,female,none,4,savings_insurance,53,none,own,1,skilled,1,none,yes,No Risk,3089,Non-Metro,732
